"idno","cntry","essround","gndr","agea","domicil","hinctnta","eduyrs","wkhtot","tvtot","hhmmb","ipcrtiv","ipadvnt","ipgdtim","ipsuces","imprich","impsafe","imptrad","ipfrule","iphlppl","ipeqopt","trstplc","trstplt","trstlgl","polintr","bctprd","sgnptit","stflife","happy","health","sclmeet","sclact","rlgblg","rlgdgr","pray","rlgatnd"
112231,"DE",4,1,72,4,2,8,70,7,2,2,6,3,6,5,1,4,3,2,3,8,5,2,2,2,2,9,9,2,4,2,1,5,7,7
112237,"DE",4,2,79,4,6,14,888,4,2,2,6,2,5,5,1,1,3,2,2,5,1,4,2,2,2,8,9,2,4,3,1,6,2,5
112320,"DE",4,1,45,4,7,19,42,3,4,2,5,2,3,4,3,4,5,2,2,8,2,8,2,1,8,8,9,2,4,3,2,1,7,7
112326,"DE",4,1,59,4,10,16,55,5,2,2,4,3,1,2,2,5,4,2,3,6,2,6,2,1,1,6,7,2,2,2,1,4,6,7
113101,"DE",4,2,66,3,4,12,15,5,1,3,6,3,5,4,2,3,2,2,1,10,5,9,4,2,2,6,6,3,3,2,1,7,3,4
113107,"DE",4,1,23,3,1,11,666,3,1,2,2,3,1,2,3,4,3,3,1,4,1,9,3,2,2,7,7,1,6,3,2,0,7,7
113110,"DE",4,2,71,3,77,10,36,6,2,3,5,3,2,5,1,2,3,4,1,5,2,5,4,2,2,5,7,2,2,2,1,4,5,6
113116,"DE",4,1,69,3,4,12,38,7,2,3,5,2,4,6,2,2,4,2,3,6,2,5,3,2,2,8,6,3,5,3,1,3,7,7
113122,"DE",4,2,65,4,3,8,38,7,1,4,5,3,5,4,3,4,1,4,8,10,0,10,4,2,2,8,5,4,3,2,2,0,6,6
113125,"DE",4,2,54,3,77,14,46,7,2,2,5,3,3,5,3,4,1,2,3,10,0,10,3,2,2,8,8,3,5,8,2,2,7,7
113137,"DE",4,1,68,3,77,11,80,6,2,2,5,2,2,3,3,4,2,2,4,3,5,8,2,2,1,6,3,3,4,3,1,0,7,7
113217,"DE",4,2,70,3,1,9,30,5,1,2,6,2,4,5,3,3,4,2,1,8,3,5,3,2,2,8,8,2,5,3,1,2,6,7
113220,"DE",4,2,52,4,5,13,38,7,2,3,4,1,3,4,3,3,5,2,2,8,2,7,1,2,2,8,9,5,6,4,2,0,7,7
113223,"DE",4,1,18,4,6,11,666,5,4,4,2,1,4,2,3,2,4,2,2,7,7,9,2,2,1,10,9,1,4,5,1,8,1,5
113226,"DE",4,1,49,3,1,12,46,7,2,3,3,2,1,1,2,4,5,1,4,1,0,0,4,1,2,2,5,4,6,2,1,3,7,6
113232,"DE",4,1,69,3,4,11,38,6,2,2,4,4,2,4,3,3,4,2,3,7,0,4,2,2,2,8,8,3,3,3,1,2,6,6
113241,"DE",4,1,74,3,77,16,60,7,2,3,5,3,3,5,4,1,2,1,3,3,5,3,2,2,1,9,7,2,3,3,1,6,2,4
113306,"DE",4,2,58,3,3,12,40,7,1,8,6,5,8,4,8,3,3,4,3,3,0,5,4,2,2,1,4,4,6,2,2,5,5,7
113309,"DE",4,1,52,3,6,14,45,0,5,4,6,2,2,4,2,3,3,2,2,9,6,8,3,2,1,6,6,2,4,2,2,6,1,3
113315,"DE",4,1,26,3,5,13,40,2,2,1,3,2,1,3,4,3,3,3,3,8,2,5,1,1,2,9,9,1,4,4,1,3,7,6
113318,"DE",4,2,80,4,77,8,70,6,1,5,4,1,4,1,8,1,2,1,2,2,3,3,3,2,2,5,10,2,5,3,1,5,4,5
113321,"DE",4,1,19,3,4,12,666,5,4,1,2,2,2,3,5,3,4,3,2,6,4,10,2,2,1,8,8,1,6,3,1,3,6,6
113324,"DE",4,2,54,4,77,16,30,6,3,1,3,3,1,5,3,3,4,1,1,9,1,7,3,1,1,8,6,1,6,4,1,2,6,6
113327,"DE",4,2,38,4,2,15,40,3,4,1,4,3,2,5,3,4,5,1,3,10,3,10,2,2,2,8,9,1,7,3,1,7,2,4
113333,"DE",4,1,53,3,4,12,75,3,2,2,5,3,1,5,4,4,8,2,2,1,0,6,4,2,2,7,5,2,2,2,1,0,6,7
113336,"DE",4,2,63,4,88,12,39,6,3,2,5,3,3,6,2,5,5,4,2,9,3,9,1,2,2,8,8,2,4,3,1,10,1,6
114102,"DE",4,1,54,3,5,13,39,2,1,2,5,3,5,4,2,4,5,2,1,9,5,3,2,2,2,3,5,1,2,1,2,3,7,7
114105,"DE",4,1,34,2,7,19,60,3,4,3,4,2,2,3,2,3,5,3,4,7,4,7,2,2,1,7,8,3,4,2,1,3,6,7
114108,"DE",4,2,37,1,3,13,40,7,4,2,2,2,5,3,3,2,3,4,3,9,3,7,4,2,1,8,8,1,7,3,1,10,1,3
114114,"DE",4,1,39,1,5,13,39,7,3,5,5,3,3,4,2,4,3,2,3,9,4,7,4,2,2,8,8,2,6,3,2,3,6,6
114123,"DE",4,1,19,1,10,12,43,2,4,3,4,2,2,3,3,3,2,3,2,9,6,8,3,2,2,8,8,2,6,4,1,5,6,6
114126,"DE",4,2,27,2,88,17,40,3,5,1,6,5,4,3,1,1,1,2,1,6,4,4,3,1,2,8,8,3,6,4,1,5,4,7
114129,"DE",4,1,31,1,2,20,40,5,1,3,4,2,5,5,4,4,6,3,1,2,3,4,1,1,1,6,7,3,6,3,1,4,6,6
114144,"DE",4,1,41,1,4,14,45,7,2,1,5,2,2,2,2,5,2,2,3,10,8,8,3,2,1,8,8,1,6,3,2,5,7,5
114203,"DE",4,2,48,1,3,11,39,7,1,5,2,5,2,6,2,2,2,2,2,9,4,9,4,2,2,8,9,1,4,3,1,4,4,4
114206,"DE",4,2,47,3,10,18,70,2,4,1,2,1,2,3,4,3,4,2,1,9,5,9,3,2,1,9,9,2,7,4,2,5,7,7
114218,"DE",4,2,63,1,3,12,40,7,1,5,5,5,2,5,1,3,2,2,2,9,3,9,2,2,2,9,8,2,6,3,1,10,1,3
114301,"DE",4,2,40,1,5,13,40,6,3,2,5,5,5,5,2,5,4,2,2,8,5,8,3,2,2,9,9,2,6,3,1,0,7,7
114313,"DE",4,1,59,1,8,17,42,7,2,1,5,3,3,4,2,5,2,3,1,10,10,10,4,2,2,7,8,2,5,4,2,0,7,7
114319,"DE",4,2,41,1,5,14,45,6,1,2,5,2,3,2,1,5,2,2,2,9,5,5,4,2,2,9,9,1,5,3,1,9,5,5
115101,"DE",4,1,28,4,88,12,40,3,3,3,5,2,3,6,4,2,3,1,3,7,0,4,4,2,2,10,10,1,4,2,2,7,6,5
115119,"DE",4,2,28,2,5,19,42,3,2,3,5,3,2,3,2,2,5,2,4,10,5,9,2,1,8,9,9,2,7,3,1,7,4,5
115125,"DE",4,1,27,3,88,15,40,1,2,1,5,4,2,5,2,6,2,3,2,7,6,7,3,2,2,3,3,2,3,1,2,2,7,7
115140,"DE",4,2,49,2,5,13,27,1,2,3,5,4,5,5,5,4,5,3,4,4,3,3,2,2,1,7,7,3,7,4,2,4,6,6
115152,"DE",4,1,21,4,88,15,40,4,5,3,2,2,4,4,5,3,6,1,1,9,5,8,3,2,1,9,9,2,6,3,1,2,7,7
115208,"DE",4,1,39,4,88,14,65,2,4,3,4,4,4,4,4,4,4,3,3,7,0,1,3,2,2,2,5,3,5,2,2,0,7,7
115211,"DE",4,2,39,4,77,23,30,3,4,3,6,5,4,4,2,4,3,3,2,8,3,8,2,1,1,8,9,2,6,3,2,6,1,4
115214,"DE",4,2,43,5,88,11,888,3,4,2,5,2,2,5,2,5,2,2,2,9,3,5,3,2,2,8,5,2,4,2,1,5,1,7
115220,"DE",4,1,46,4,6,14,50,4,3,2,6,2,4,6,2,3,5,1,1,9,3,9,1,2,1,5,6,1,6,3,2,0,7,7
115232,"DE",4,1,39,4,4,15,38,2,4,2,3,1,2,3,1,3,4,2,2,7,3,5,2,1,2,8,8,2,6,3,1,5,6,6
115256,"DE",4,1,27,3,5,13,55,4,2,4,3,2,2,3,5,1,6,3,5,10,0,8,2,2,2,8,8,2,3,3,2,0,7,7
115306,"DE",4,2,28,5,5,14,39,2,2,5,5,4,4,5,2,3,3,2,2,9,5,9,3,2,2,9,9,1,4,3,1,3,7,7
115309,"DE",4,1,42,2,4,19,47,3,1,4,2,3,5,5,2,6,5,2,2,9,6,9,1,2,2,9,9,2,6,2,2,1,7,7
115321,"DE",4,2,30,4,7,13,22,5,3,2,4,1,2,4,3,5,4,3,5,7,1,3,3,1,1,7,7,2,7,4,2,1,6,5
115324,"DE",4,1,40,4,6,24,40,4,3,3,4,2,3,4,5,4,5,4,4,4,1,4,2,2,2,8,9,1,4,2,2,3,6,5
115333,"DE",4,2,45,3,1,18,40,1,2,2,2,1,1,1,1,1,1,1,1,88,0,88,3,2,2,4,6,3,4,4,1,10,5,7
116103,"DE",4,2,16,2,77,10,42,3,4,3,5,1,3,4,2,3,3,2,2,9,6,8,3,2,2,8,9,2,7,3,1,8,6,5
116106,"DE",4,2,35,2,77,12,16,4,4,5,3,5,4,5,1,8,2,3,3,9,6,8,3,2,2,8,9,2,6,8,1,8,1,4
116112,"DE",4,1,74,3,6,14,60,7,1,1,5,3,2,3,2,1,4,1,3,8,2,8,1,2,1,8,8,3,5,2,1,8,6,4
116121,"DE",4,1,16,3,8,11,0,4,5,3,3,2,3,3,4,4,3,2,1,6,5,8,2,2,1,6,6,2,7,3,2,6,4,5
116127,"DE",4,1,68,3,77,12,42,6,2,3,5,5,4,5,3,2,2,3,2,9,2,3,3,2,2,7,3,2,3,2,1,4,6,6
116130,"DE",4,1,83,3,6,15,70,3,2,1,5,3,6,6,2,1,1,1,1,8,7,8,1,2,2,10,9,2,4,3,1,8,1,2
116133,"DE",4,2,21,3,77,14,43,3,3,2,5,2,3,3,3,4,2,2,2,7,4,7,2,2,1,7,7,3,6,3,1,5,6,6
116201,"DE",4,1,33,2,77,12,40,3,4,3,5,3,4,4,3,4,3,2,3,7,3,2,4,1,2,7,8,2,4,3,1,5,6,6
116207,"DE",4,2,46,3,7,19,44,2,2,3,5,3,4,6,4,5,5,3,2,8,5,7,1,1,1,8,9,1,5,3,1,4,6,6
116210,"DE",4,2,50,3,8,9,88,7,1,3,6,5,4,6,2,2,3,1,2,10,4,8,3,2,2,0,0,3,1,1,1,4,7,7
116228,"DE",4,1,24,3,77,14,39,1,5,3,2,2,2,2,2,4,3,2,2,9,7,9,3,2,2,8,7,2,5,4,2,1,7,7
116231,"DE",4,2,73,3,77,14,60,6,2,2,5,2,3,4,2,1,5,2,3,7,4,7,3,2,2,8,10,2,6,4,1,10,1,3
116234,"DE",4,2,19,3,77,13,40,1,4,1,5,1,3,5,1,2,3,1,1,10,10,10,3,2,2,10,10,1,6,3,1,5,7,5
116240,"DE",4,1,40,4,77,14,40,2,3,4,4,4,4,5,4,4,4,4,2,8,0,5,2,2,2,8,7,2,6,3,1,5,2,4
116302,"DE",4,2,26,3,77,15,27,1,2,1,4,2,1,3,1,4,5,2,2,6,3,7,3,2,1,8,8,2,5,3,1,5,2,5
116305,"DE",4,1,52,3,77,11,42,5,4,3,4,2,3,5,2,3,3,3,3,8,5,8,2,2,2,7,8,2,5,3,1,4,5,4
116308,"DE",4,2,44,3,1,16,5,6,2,1,5,2,4,5,2,5,2,2,2,7,4,7,3,1,2,3,5,3,4,2,2,6,1,7
116314,"DE",4,1,56,2,88,10,40,4,4,3,6,5,4,5,3,3,1,2,2,10,4,8,3,2,2,10,10,2,5,3,1,10,1,4
116320,"DE",4,2,68,2,77,8,666,1,2,2,6,6,6,6,2,1,5,1,3,8,5,8,2,2,2,5,7,3,6,2,1,10,1,4
116326,"DE",4,1,34,3,77,14,60,4,4,2,5,4,3,4,6,2,5,2,2,9,6,9,2,2,2,10,10,3,6,2,1,7,3,3
116332,"DE",4,1,63,3,77,13,40,1,2,2,5,2,2,2,2,3,2,1,3,8,3,8,3,2,1,10,10,3,5,3,1,2,6,4
116335,"DE",4,2,18,3,77,12,666,6,3,3,4,2,1,5,3,2,5,1,1,5,2,5,3,2,2,6,9,2,6,4,2,0,7,7
116338,"DE",4,2,16,3,77,10,666,6,4,1,3,2,2,5,4,3,4,1,1,8,7,7,3,2,2,9,88,1,7,4,1,7,4,6
116344,"DE",4,2,60,3,77,12,14,7,2,4,5,2,1,5,1,1,3,2,1,8,5,8,3,2,2,9,8,2,5,2,1,6,6,6
117105,"DE",4,2,70,3,77,12,10,7,1,5,6,5,5,5,2,2,2,2,2,10,4,5,2,2,2,4,3,4,6,3,1,5,6,5
117111,"DE",4,1,78,3,77,2,40,7,2,4,4,4,4,4,4,4,4,4,4,7,7,7,3,2,2,8,8,4,2,1,1,6,4,4
117114,"DE",4,1,70,2,2,8,70,7,2,2,2,3,2,3,2,2,2,1,2,5,3,3,2,2,2,7,7,2,4,3,1,4,6,4
117123,"DE",4,2,75,3,1,8,89,7,1,2,6,5,2,5,1,1,1,1,1,7,1,5,2,2,2,8,5,3,4,2,1,6,1,5
117147,"DE",4,1,43,3,77,14,60,3,4,2,5,2,2,4,2,5,5,3,5,6,4,6,2,1,2,7,7,2,4,4,1,2,6,5
117150,"DE",4,1,25,5,77,16,46,2,6,1,5,2,2,5,1,1,2,2,1,8,5,8,2,2,2,8,9,2,6,3,1,8,4,4
117206,"DE",4,2,53,4,4,16,38,3,4,3,6,6,4,6,1,2,4,2,1,8,5,8,2,2,2,7,8,3,5,2,1,8,1,3
117215,"DE",4,2,999,5,77,45,888,3,2,7,7,6,3,7,7,5,6,1,7,3,0,4,2,1,1,7,7,7,4,3,2,4,7,7
117301,"DE",4,1,75,3,77,8,60,6,2,3,3,3,2,2,2,2,2,2,2,8,7,6,2,2,2,8,8,3,3,2,1,6,4,4
117307,"DE",4,1,55,3,77,11,42,6,5,2,4,3,2,3,2,2,2,2,3,7,7,6,2,2,2,8,8,2,4,3,1,4,5,5
117322,"DE",4,1,59,4,77,11,40,6,2,2,5,3,4,4,2,2,2,2,2,8,7,7,2,2,2,8,8,3,3,2,1,4,5,5
117325,"DE",4,1,73,3,4,12,50,7,2,5,5,4,5,6,1,2,5,5,4,7,1,2,1,1,2,8,8,2,3,2,2,0,7,7
117328,"DE",4,1,41,3,77,17,65,2,5,1,3,4,2,4,5,8,4,2,2,8,7,10,2,2,2,7,8,2,6,2,7,5,6,5
117334,"DE",4,1,68,3,77,11,40,6,2,2,5,2,3,3,2,2,2,2,1,9,7,8,2,2,2,8,7,3,4,3,1,5,5,5
117340,"DE",4,1,54,3,77,15,40,4,3,2,6,5,3,5,3,4,4,3,3,8,5,5,1,2,2,5,8,3,6,3,1,7,6,3
118103,"DE",4,1,59,2,4,12,41,5,2,4,6,2,1,4,1,1,3,1,4,10,3,5,2,1,2,10,7,3,3,2,1,7,7,7
118106,"DE",4,1,78,2,7,20,65,7,2,1,4,4,2,5,4,3,1,3,2,9,5,9,1,2,1,8,9,4,5,2,2,0,2,7
118109,"DE",4,1,24,3,8,14,3,1,5,3,4,2,2,4,5,3,3,2,5,6,4,7,2,2,2,8,8,2,5,4,1,3,6,6
118115,"DE",4,1,62,2,6,11,45,7,2,2,4,2,4,4,3,2,8,3,2,9,6,5,1,2,2,6,6,2,3,3,1,5,6,5
118130,"DE",4,2,47,1,7,20,36,2,4,3,5,1,4,4,3,5,6,3,2,2,2,3,1,1,1,7,7,2,5,3,1,7,6,6
118133,"DE",4,1,15,2,88,10,666,7,4,4,8,1,4,3,8,8,2,5,8,10,8,0,4,2,2,8,8,3,5,2,2,88,88,6
118139,"DE",4,2,38,2,8,15,42,3,2,3,5,2,3,5,5,4,5,2,2,8,6,7,2,1,1,8,7,2,6,4,1,8,1,5
118204,"DE",4,1,19,1,9,12,39,3,3,2,5,1,3,5,2,5,5,2,1,7,7,7,2,2,2,9,9,2,4,2,1,7,3,4
118210,"DE",4,1,57,2,2,16,60,2,2,3,5,2,6,6,2,5,5,5,5,2,0,2,3,1,2,5,88,3,7,2,2,88,6,7
118222,"DE",4,1,38,1,7,12,40,3,2,3,5,5,5,4,2,2,5,2,2,3,1,1,2,2,1,0,1,4,5,2,2,0,7,6
118225,"DE",4,2,48,1,7,20,45,5,2,4,4,2,3,4,3,2,5,2,2,7,4,9,2,1,1,6,7,2,6,3,1,6,6,5
118302,"DE",4,1,45,3,9,18,40,4,4,2,4,3,3,3,2,3,5,2,3,8,5,8,2,2,1,8,8,3,6,3,2,2,7,6
118305,"DE",4,2,71,2,4,14,888,6,2,2,6,4,3,6,3,1,3,1,1,7,4,6,2,1,1,9,9,1,4,3,1,5,1,4
118311,"DE",4,2,50,1,7,19,35,3,3,4,5,4,3,5,4,4,2,2,2,8,3,5,3,2,1,5,7,2,6,3,1,4,7,7
118314,"DE",4,1,52,2,10,18,42,3,3,4,5,3,4,5,2,2,2,3,3,6,1,3,2,2,2,7,7,4,5,3,2,0,7,7
118317,"DE",4,1,65,2,7,14,41,6,2,3,6,5,5,5,3,3,6,2,2,6,7,8,1,1,2,8,7,3,4,3,1,6,2,6
118326,"DE",4,2,61,2,5,10,10,4,2,3,5,2,3,5,3,2,5,2,2,8,6,5,2,1,2,10,10,1,3,4,1,6,4,6
119101,"DE",4,1,69,1,7,16,39,6,2,5,3,3,2,5,3,5,2,2,2,9,2,3,2,1,1,7,9,2,4,3,1,3,7,5
119104,"DE",4,2,19,2,8,12,22,3,6,5,4,3,2,3,3,2,5,3,3,6,6,7,2,2,1,8,7,1,7,3,1,3,6,5
119107,"DE",4,1,51,2,9,11,72,7,2,2,1,1,6,6,1,5,6,3,3,8,4,10,1,1,1,10,8,4,6,4,2,2,7,7
119122,"DE",4,2,56,1,2,10,20,7,2,3,5,2,2,5,1,3,4,2,3,8,5,2,3,2,1,5,4,3,4,3,1,4,6,5
119131,"DE",4,1,30,2,4,14,65,4,4,2,1,2,6,5,2,3,5,3,2,0,2,0,3,2,2,4,8,1,6,2,2,0,7,7
119205,"DE",4,1,42,1,10,18,70,1,3,3,5,4,2,5,4,2,3,1,4,10,7,9,1,2,2,8,9,2,5,3,1,4,6,5
119214,"DE",4,2,75,2,2,14,40,7,2,3,5,4,5,5,2,2,5,2,2,4,1,2,2,2,1,0,9,4,3,1,1,6,1,7
119229,"DE",4,2,28,1,5,17,45,5,4,1,6,5,3,5,2,2,3,2,2,9,4,8,3,2,1,9,10,1,5,2,2,0,7,7
119241,"DE",4,1,40,1,9,16,30,0,3,4,4,3,6,6,5,2,6,3,4,7,3,4,1,1,2,9,8,1,4,1,1,7,1,3
119303,"DE",4,1,33,2,77,18,60,1,3,3,5,2,2,4,3,2,5,2,2,9,7,8,1,1,2,9,9,2,6,4,1,8,2,4
119327,"DE",4,1,53,1,10,20,50,3,3,2,1,2,3,5,3,3,3,2,1,9,4,9,2,2,2,9,8,1,5,3,1,7,6,6
120102,"DE",4,1,71,1,4,8,53,4,2,5,5,4,2,5,3,3,1,2,2,4,0,2,4,2,2,5,7,2,5,1,2,0,7,7
120117,"DE",4,2,40,1,77,12,20,4,4,3,3,2,1,2,3,5,5,3,4,9,3,8,3,2,2,2,2,2,4,4,1,5,6,5
120120,"DE",4,1,66,1,10,17,50,5,2,2,3,4,2,3,4,2,5,1,3,8,4,8,2,2,2,8,8,1,5,2,2,5,7,6
120126,"DE",4,1,45,1,4,13,45,7,1,4,3,3,3,2,2,4,4,2,3,6,4,10,2,2,2,10,8,1,6,3,2,5,6,6
120129,"DE",4,2,66,1,3,11,50,7,1,3,4,3,4,5,1,2,3,2,2,8,4,5,4,2,2,7,8,3,4,3,1,8,3,4
120141,"DE",4,2,68,1,5,12,45,6,2,1,2,2,2,2,1,1,2,1,1,5,6,5,1,2,2,8,8,1,4,3,1,8,1,3
120203,"DE",4,2,40,1,5,15,15,4,4,2,4,2,4,3,5,5,4,2,3,6,3,8,3,2,2,9,7,2,5,4,2,6,6,5
120206,"DE",4,1,24,1,88,17,40,4,4,1,3,1,2,3,5,4,4,1,5,6,4,8,2,2,2,10,8,2,5,3,1,7,6,6
120209,"DE",4,2,28,1,2,18,40,5,1,1,4,3,2,2,3,4,4,3,3,10,8,5,4,2,2,10,10,1,6,3,2,3,7,6
120215,"DE",4,2,53,1,4,11,24,5,2,3,3,2,4,5,2,5,6,1,3,10,4,9,4,1,2,7,7,1,4,4,2,4,6,7
120224,"DE",4,1,37,1,3,13,38,7,6,3,5,4,5,5,5,2,3,2,1,10,5,10,1,2,2,2,3,2,6,3,1,10,1,3
120227,"DE",4,1,37,1,77,13,20,7,1,1,6,3,4,5,3,2,1,1,2,9,6,5,3,2,2,8,6,1,5,3,1,4,4,4
120230,"DE",4,1,55,1,7,25,60,3,2,2,4,2,5,4,4,5,6,3,1,3,1,1,1,1,1,6,5,3,5,1,1,5,1,7
120304,"DE",4,1,30,2,6,20,4,4,3,2,4,1,3,4,5,3,5,3,2,8,6,8,3,1,2,5,6,2,6,3,1,3,1,5
120319,"DE",4,1,51,2,8,12,45,5,3,3,6,2,2,6,2,2,4,4,2,10,3,8,3,2,2,9,9,3,3,2,1,8,2,6
120322,"DE",4,2,42,1,5,13,21,5,3,3,5,2,3,2,3,2,4,2,3,3,1,3,3,2,1,10,9,3,6,3,1,5,1,5
120334,"DE",4,2,67,1,77,13,48,5,2,1,6,3,4,6,1,2,2,3,2,7,3,9,2,2,2,5,5,3,3,1,1,5,77,6
121101,"DE",4,1,55,3,3,7,40,7,5,3,4,2,2,5,1,2,1,2,2,8,0,7,2,2,2,4,3,4,6,4,1,7,3,4
121107,"DE",4,1,49,3,8,18,49,1,5,2,6,4,2,5,2,5,6,2,2,8,6,8,2,2,2,8,7,2,2,2,1,6,6,5
121125,"DE",4,1,51,3,5,16,60,5,3,3,2,1,4,5,5,6,5,2,2,3,2,8,1,1,1,7,8,2,6,4,2,2,7,7
121137,"DE",4,1,24,1,6,16,40,2,1,2,4,2,3,5,4,4,5,2,5,7,3,9,2,1,1,8,7,2,6,4,2,8,7,6
121140,"DE",4,1,66,2,1,15,80,1,1,1,5,2,3,5,5,4,3,1,3,5,5,5,1,2,1,8,8,3,3,2,2,2,6,6
121202,"DE",4,1,40,2,8,16,41,3,2,1,3,1,3,3,1,2,6,2,3,8,1,6,2,1,2,8,8,2,4,2,2,6,4,5
121208,"DE",4,1,42,1,9,16,42,3,2,2,4,3,3,5,3,3,2,2,2,8,6,8,2,2,2,8,8,2,6,3,1,4,7,5
121217,"DE",4,2,48,2,5,13,31,3,2,2,4,4,2,3,2,4,4,2,2,8,4,8,3,1,1,7,8,1,5,4,2,2,7,6
121229,"DE",4,1,56,2,8,16,50,6,1,3,5,2,2,4,5,4,2,3,2,7,3,4,2,1,1,8,7,2,4,2,1,7,6,6
121303,"DE",4,2,20,1,3,14,12,3,2,2,3,1,2,4,5,5,5,2,2,4,1,2,2,1,1,4,7,1,7,4,2,0,7,7
121312,"DE",4,2,28,2,2,13,40,4,2,4,4,2,3,6,3,1,1,2,1,3,0,4,4,2,2,4,6,3,4,3,1,8,1,3
121321,"DE",4,1,18,2,7,12,666,3,5,1,4,2,2,3,4,3,3,3,2,8,5,7,3,1,1,10,10,1,6,3,1,6,6,6
121324,"DE",4,1,67,2,7,13,42,6,2,2,5,1,3,4,3,1,3,2,3,5,0,2,1,2,2,4,9,2,5,4,1,7,6,6
121327,"DE",4,2,53,2,1,14,60,7,1,1,5,5,3,6,1,5,2,1,2,9,0,5,1,1,2,2,1,5,4,2,2,7,77,77
121330,"DE",4,2,46,2,6,12,40,5,2,3,4,2,3,5,3,2,5,3,2,7,2,5,3,1,2,7,8,3,6,4,1,4,7,7
122109,"DE",4,1,52,1,4,17,44,4,2,2,5,2,2,5,2,4,5,1,2,5,3,5,3,2,2,3,6,2,4,1,2,0,7,7
122121,"DE",4,2,19,2,10,12,15,1,6,2,5,2,2,5,1,2,1,2,1,3,1,4,2,2,2,10,9,2,6,2,1,8,1,6
122124,"DE",4,2,65,2,4,13,30,3,2,3,4,3,3,6,3,2,2,3,5,9,3,5,2,1,1,9,9,2,6,2,1,6,6,4
122127,"DE",4,2,40,2,1,15,38,6,2,2,5,2,5,6,3,5,5,3,2,7,3,7,3,2,2,0,0,3,7,3,1,7,2,6
122133,"DE",4,1,35,1,1,12,55,5,1,2,2,2,2,2,3,2,5,4,1,6,3,88,3,2,2,2,2,4,3,2,1,8,3,3
122142,"DE",4,2,20,1,2,12,666,5,2,1,1,2,1,6,2,2,2,1,5,8,88,6,3,2,2,9,9,2,7,2,2,8,1,6
122201,"DE",4,1,39,1,5,17,40,1,4,2,6,2,5,5,2,5,2,3,2,7,4,9,1,1,2,6,7,2,5,2,2,3,6,7
122207,"DE",4,1,56,2,7,10,40,2,2,2,5,2,4,4,3,4,5,2,5,8,2,8,2,2,2,8,8,2,3,2,2,5,6,6
122216,"DE",4,1,22,2,77,14,4,3,4,5,6,2,2,4,2,6,5,2,1,6,4,9,2,1,1,8,8,2,7,3,2,0,7,7
122219,"DE",4,1,66,2,9,15,0,3,3,1,2,1,4,5,3,2,4,2,1,9,3,5,1,2,1,9,10,2,4,2,1,8,6,7
122222,"DE",4,2,64,1,6,13,46,6,2,1,5,1,1,5,1,1,2,1,1,8,4,6,2,1,1,9,8,2,6,4,1,9,4,6
122225,"DE",4,1,72,1,1,16,10,2,2,2,5,2,2,5,2,5,5,2,1,5,3,4,2,2,2,10,10,1,4,2,2,0,7,7
122231,"DE",4,1,41,1,8,24,60,7,2,1,3,2,3,3,2,3,3,4,1,8,3,6,2,1,2,8,8,2,4,3,2,3,6,7
122234,"DE",4,2,73,1,3,11,4,7,2,3,5,4,4,6,2,3,3,2,5,9,6,7,2,2,2,10,10,2,4,1,1,8,1,3
122302,"DE",4,1,42,1,5,20,40,2,4,2,5,3,2,5,3,2,2,2,1,10,6,9,2,1,2,10,9,2,4,2,1,8,4,5
122323,"DE",4,1,59,1,3,10,45,5,2,5,5,2,2,6,6,5,3,2,3,8,3,3,3,2,2,8,5,2,4,2,1,0,7,4
122326,"DE",4,1,41,1,2,14,20,6,5,3,5,2,5,2,2,2,5,2,2,5,0,7,3,2,1,2,4,3,4,2,1,7,3,3
122335,"DE",4,1,33,1,4,14,48,7,2,4,2,2,4,2,2,3,5,4,1,4,3,3,3,2,2,7,8,2,5,3,1,3,6,6
123102,"DE",4,2,21,1,77,14,666,5,1,2,4,2,2,4,2,4,4,3,3,7,7,7,3,2,2,10,10,2,6,3,2,5,77,7
123105,"DE",4,1,43,1,6,16,40,5,2,3,5,3,3,3,3,4,4,3,3,7,7,7,3,1,2,1,9,3,5,3,2,5,3,6
123111,"DE",4,2,51,2,8,13,30,6,3,3,5,4,3,3,3,4,4,4,3,7,7,7,4,2,2,8,8,3,5,3,2,3,88,7
123114,"DE",4,2,24,2,77,18,30,4,2,3,5,3,3,4,2,4,4,3,3,7,6,6,3,2,2,10,10,2,6,3,2,6,77,6
123120,"DE",4,2,37,2,4,12,35,6,1,3,5,3,4,3,4,4,4,2,3,7,5,7,4,2,2,9,9,2,5,8,1,7,3,7
123123,"DE",4,1,46,4,5,14,44,3,2,2,5,4,4,6,2,1,2,2,1,8,2,5,3,2,2,10,10,2,7,3,1,10,1,2
123129,"DE",4,2,19,3,9,14,40,0,9,1,5,2,1,5,1,1,1,1,1,3,3,6,2,2,2,8,10,2,7,3,1,10,1,1
123203,"DE",4,2,28,1,6,13,39,5,2,3,3,3,3,4,2,5,3,3,3,8,2,7,3,2,2,8,8,1,4,3,2,1,7,7
123206,"DE",4,1,40,1,7,13,42,7,1,5,5,3,3,3,2,4,4,3,3,7,5,7,3,2,2,8,8,2,4,3,2,3,7,7
123209,"DE",4,2,78,2,4,12,30,6,2,2,5,1,3,5,4,2,3,1,3,8,5,6,2,2,1,8,8,2,4,3,1,8,1,6
123218,"DE",4,1,17,1,7,11,40,4,7,2,5,3,5,5,2,2,5,2,2,10,5,5,2,2,2,10,10,1,7,4,2,10,2,6
